,Game,Team,Unnamed: 2,TOI,CF,CA,CF%,FF,FA,FF%,SF,SA,SF%,GF,GA,GF%,xGF,xGA,xGF%,SCF,SCA,SCF%,HDCF,HDCA,HDCF%,HDSF,HDSA,HDSF%,HDGF,HDGA,HDGF%,HDSH%,HDSV%,MDCF,MDCA,MDCF%,MDSF,MDSA,MDSF%,MDGF,MDGA,MDGF%,MDSH%,MDSV%,LDCF,LDCA,LDCF%,LDSF,LDSA,LDSF%,LDGF,LDGA,LDGF%,LDSH%,LDSV%,SH%,SV%,PDO,Attendance
121,"2019-10-12 - Oilers 4, Rangers 1",New York Rangers,Limited ReportFull Report,48.216666666667,21.28,52.29,28.92,16.29,42.15,27.87,12.41,21.62,36.46,0.94,2.09,31.13,0.85,2.31,26.96,10.38,23.99,30.21,4.62,8.45,35.36,3.72,5.27,41.43,0.94,0.0,100.00,25.28,100.00,5.73,15.49,27.02,3.82,6.28,37.79,0.0,1.04,0.00,0.00,83.46,8.79,25.5,25.64,4.84,7.93,37.92,0.0,0.94,0.00,0.0,88.17,7.6,90.35,0.9790000000000001,17177
122,"2019-10-12 - Lightning 2, Senators 4",Tampa Bay Lightning,Limited ReportFull Report,40.616666666667,41.7,45.06,48.06,26.43,36.69,41.87,17.22,24.84,40.95,2.02,2.83,41.68,1.33,1.76,43.04,19.76,20.33,49.29,5.26,9.6,35.42,2.05,7.76,20.87,1.01,1.88,34.92,49.39,75.72,14.37,10.79,57.11,6.15,5.83,51.33,1.06,0.95,52.74,17.22,83.73,16.03,19.08,45.65,6.92,8.07,46.15,0.0,0.0,-,0.0,100.0,11.74,88.6,1.003,11023
123,"2019-10-12 - Lightning 2, Senators 4",Ottawa Senators,Limited ReportFull Report,40.616666666667,45.06,41.7,51.94,36.69,26.43,58.13,24.84,17.22,59.05,2.83,2.02,58.32,1.76,1.33,56.96,20.33,19.76,50.71,9.6,5.26,64.58,7.76,2.05,79.13,1.88,1.01,65.08,24.28,50.61,10.79,14.37,42.89,5.83,6.15,48.67,0.95,1.06,47.26,16.27,82.78,19.08,16.03,54.35,8.07,6.92,53.85,0.0,0.0,-,0.0,100.0,11.4,88.26,0.997,11023
124,"2019-10-12 - Predators 4, Kings 7",Nashville Predators,Limited ReportFull Report,50.51666666666701,41.28,60.24,40.66,33.97,44.01,43.56,22.25,29.71,42.82,3.07,5.77,34.74,1.73,2.42,41.63,20.4,26.9,43.13,4.02,10.71,27.3,2.98,7.78,27.7,1.02,3.81,21.14,34.31,50.96,16.18,16.42,49.63,9.14,6.09,60.03,2.11,0.0,100.00,23.08,100.00,15.54,27.35,36.24,7.09,13.89,33.8,0.0,0.95,0.00,0.0,93.19,13.81,80.57,0.9440000000000001,18230
125,"2019-10-12 - Predators 4, Kings 7",Los Angeles Kings,Limited ReportFull Report,50.51666666666701,60.24,41.28,59.34,44.01,33.97,56.44,29.71,22.25,57.18,5.77,3.07,65.26,2.42,1.73,58.37,26.9,20.4,56.87,10.71,4.02,72.7,7.78,2.98,72.3,3.81,1.02,78.86,49.04,65.69,16.42,16.18,50.37,6.09,9.14,39.97,0.0,2.11,0.00,0.00,76.92,27.35,15.54,63.76,13.89,7.09,66.2,0.95,0.0,100.00,6.81,100.0,19.43,86.19,1.056,18230
126,"2019-10-12 - Devils 0, Bruins 3",New Jersey Devils,Limited ReportFull Report,47.383333333333,34.87,48.68,41.73,26.15,37.02,41.4,22.51,28.6,44.05,0.0,1.93,0.0,1.82,1.98,47.9,20.35,18.54,52.33,6.02,8.12,42.6,5.94,7.2,45.22,0.0,0.99,0.00,0.00,86.25,13.93,10.6,56.8,11.74,6.13,65.67,0.0,0.0,-,0.00,100.00,12.79,28.51,30.96,5.19,14.4,26.49,0.0,0.95,0.00,0.0,93.43,0.0,93.24,0.932,17193
127,"2019-10-12 - Devils 0, Bruins 3",Boston Bruins,Limited ReportFull Report,47.383333333333,48.68,34.87,58.27,37.02,26.15,58.6,28.6,22.51,55.95,1.93,0.0,100.0,1.98,1.82,52.1,18.54,20.35,47.67,8.12,6.02,57.4,7.2,5.94,54.78,0.99,0.0,100.00,13.75,100.00,10.6,13.93,43.2,6.13,11.74,34.33,0.0,0.0,-,0.00,100.00,28.51,12.79,69.04,14.4,5.19,73.51,0.95,0.0,100.00,6.57,100.0,6.76,100.0,1.068,17193
128,"2019-10-12 - Blues 3, Canadiens 6",St Louis Blues,Limited ReportFull Report,48.8,34.75,54.56,38.91,28.74,41.23,41.07,23.68,30.45,43.74,2.02,4.74,29.9,0.98,2.44,28.62,12.15,27.98,30.27,4.14,14.03,22.77,4.09,11.36,26.48,0.0,3.79,0.00,0.00,66.62,7.88,13.99,36.04,6.03,7.85,43.45,1.06,0.95,52.74,17.54,87.92,20.8,23.18,47.3,12.38,11.08,52.76,0.94,0.0,100.00,7.58,100.0,8.54,84.42,0.93,21302
129,"2019-10-12 - Blues 3, Canadiens 6",Montreal Canadiens,Limited ReportFull Report,48.8,54.56,34.75,61.09,41.23,28.74,58.93,30.45,23.68,56.26,4.74,2.02,70.1,2.44,0.98,71.38,27.98,12.15,69.73,14.03,4.14,77.23,11.36,4.09,73.52,3.79,0.0,100.00,33.38,100.00,13.99,7.88,63.96,7.85,6.03,56.55,0.95,1.06,47.26,12.08,82.46,23.18,20.8,52.7,11.08,12.38,47.24,0.0,0.94,0.00,0.0,92.42,15.58,91.46,1.07,21302
130,"2019-10-12 - Maple Leafs 5, Red Wings 2",Toronto Maple Leafs,Limited ReportFull Report,51.616666666667,70.43,35.7,66.36,47.31,25.5,64.98,37.67,20.76,64.47,4.22,1.89,69.02,2.47,1.31,65.41,42.41,13.24,76.21,10.85,5.61,65.92,6.5,5.68,53.38,2.09,0.94,68.97,32.19,83.41,31.44,7.58,80.57,14.41,2.85,83.51,2.09,1.03,67.05,14.51,63.87,27.38,17.07,61.59,16.92,9.52,64.0,0.0,0.0,-,0.0,100.0,11.2,90.87,1.021,19515
131,"2019-10-12 - Maple Leafs 5, Red Wings 2",Detroit Red Wings,Limited ReportFull Report,51.616666666667,35.7,70.43,33.64,25.5,47.31,35.02,20.76,37.67,35.53,1.89,4.22,30.98,1.31,2.47,34.59,13.24,42.41,23.79,5.61,10.85,34.08,5.68,6.5,46.62,0.94,2.09,31.03,16.59,67.81,7.58,31.44,19.43,2.85,14.41,16.49,1.03,2.09,32.95,36.13,85.49,17.07,27.38,38.41,9.52,16.92,36.0,0.0,0.0,-,0.0,100.0,9.13,88.8,0.9790000000000001,19515
132,"2019-10-12 - Panthers 2, Islanders 3",Florida Panthers,Limited ReportFull Report,52.45,57.35,43.03,57.13,42.25,29.67,58.75,34.91,21.12,62.31,2.07,1.87,52.55,2.1,1.57,57.27,25.13,18.9,57.07,6.43,8.26,43.79,6.38,6.5,49.52,1.01,0.92,52.39,15.83,85.88,18.61,10.6,63.7,14.43,7.79,64.94,1.05,0.95,52.60,7.29,87.83,27.51,22.22,55.32,14.09,4.76,74.76,0.0,0.0,-,0.0,100.0,5.92,91.16,0.971,11421
133,"2019-10-12 - Panthers 2, Islanders 3",New York Islanders,Limited ReportFull Report,52.45,43.03,57.35,42.87,29.67,42.25,41.25,21.12,34.91,37.69,1.87,2.07,47.45,1.57,2.1,42.73,18.9,25.13,42.93,8.26,6.43,56.21,6.5,6.38,50.48,0.92,1.01,47.61,14.12,84.17,10.6,18.61,36.3,7.79,14.43,35.06,0.95,1.05,47.40,12.17,92.71,22.22,27.51,44.68,4.76,14.09,25.24,0.0,0.0,-,0.0,100.0,8.84,94.08,1.0290000000000001,11421
134,"2019-10-12 - Blue Jackets 3, Hurricanes 2",Columbus Blue Jackets,Limited ReportFull Report,46.166666666667005,48.3,35.7,57.5,37.82,29.13,56.49,29.3,24.5,54.47,3.12,1.87,62.59,1.83,1.28,58.77,18.99,15.11,55.68,8.57,3.74,69.63,5.33,3.78,58.48,2.12,0.0,100.00,39.72,100.00,10.45,11.42,47.79,6.23,7.68,44.78,1.06,0.96,52.41,16.98,87.50,23.12,18.59,55.42,14.63,12.03,54.87,0.0,0.95,0.00,0.0,92.14,10.66,92.38,1.03,16224
135,"2019-10-12 - Blue Jackets 3, Hurricanes 2",Carolina Hurricanes,Limited ReportFull Report,46.166666666667005,35.7,48.3,42.5,29.13,37.82,43.51,24.5,29.3,45.53,1.87,3.12,37.41,1.28,1.83,41.23,15.11,18.99,44.32,3.74,8.57,30.37,3.78,5.33,41.52,0.0,2.12,0.00,0.00,60.28,11.42,10.45,52.21,7.68,6.23,55.22,0.96,1.06,47.59,12.50,83.02,18.59,23.12,44.58,12.03,14.63,45.13,0.95,0.0,100.00,7.86,100.0,7.62,89.34,0.97,16224
136,"2019-10-12 - Jets 3, Blackhawks 2",Winnipeg Jets,Limited ReportFull Report,48.683333333332996,42.91,46.81,47.82,30.11,32.96,47.74,25.28,24.69,50.59,1.01,0.0,100.0,1.94,1.79,52.0,21.89,17.04,56.22,8.02,5.0,61.6,7.93,4.05,66.19,1.01,0.0,100.00,12.74,100.00,13.62,12.26,52.63,7.05,4.99,58.55,0.0,0.0,-,0.00,100.00,19.7,22.01,47.23,9.3,12.65,42.38,0.0,0.0,-,0.0,100.0,4.0,100.0,1.04,21340
137,"2019-10-12 - Jets 3, Blackhawks 2",Chicago Blackhawks,Limited ReportFull Report,48.683333333332996,46.81,42.91,52.18,32.96,30.11,52.26,24.69,25.28,49.41,0.0,1.01,0.0,1.79,1.94,48.0,17.04,21.89,43.78,5.0,8.02,38.4,4.05,7.93,33.81,0.0,1.01,0.00,0.00,87.26,12.26,13.62,47.37,4.99,7.05,41.45,0.0,0.0,-,0.00,100.00,22.01,19.7,52.77,12.65,9.3,57.62,0.0,0.0,-,0.0,100.0,0.0,96.0,0.96,21340
138,"2019-10-12 - Capitals 4, Stars 1",Washington Capitals,Limited ReportFull Report,39.566666666667,43.88,30.29,59.16,36.65,21.08,63.48,21.92,14.16,60.75,2.13,0.92,69.93,1.89,1.01,65.26,19.97,13.99,58.8,8.93,3.44,72.16,6.66,2.57,72.15,2.14,0.0,100.00,32.15,100.00,11.27,10.29,52.29,4.27,5.47,43.83,0.0,0.96,0.00,0.00,82.45,20.29,12.28,62.3,11.17,4.39,71.77,0.0,0.0,-,0.0,100.0,9.73,93.52,1.033,18532
139,"2019-10-12 - Capitals 4, Stars 1",Dallas Stars,Limited ReportFull Report,39.566666666667,30.29,43.88,40.84,21.08,36.65,36.52,14.16,21.92,39.25,0.92,2.13,30.07,1.01,1.89,34.74,13.99,19.97,41.2,3.44,8.93,27.84,2.57,6.66,27.85,0.0,2.14,0.00,0.00,67.85,10.29,11.27,47.71,5.47,4.27,56.17,0.96,0.0,100.00,17.55,100.00,12.28,20.29,37.7,4.39,11.17,28.23,0.0,0.0,-,0.0,100.0,6.48,90.27,0.9670000000000001,18532
140,"2019-10-12 - Penguins 7, Wild 4",Pittsburgh Penguins,Limited ReportFull Report,50.6,46.58,39.07,54.39,38.17,27.53,58.1,31.18,24.14,56.36,3.21,2.75,53.83,1.27,1.55,45.0,14.62,14.79,49.72,4.53,10.3,30.54,3.41,8.66,28.27,1.09,0.91,54.61,32.01,89.51,10.23,4.3,70.42,9.82,0.93,91.36,2.01,0.0,100.00,20.48,100.00,23.95,19.05,55.7,13.56,14.25,48.77,0.0,1.76,0.00,0.0,87.62,10.29,88.6,0.9890000000000001,19157
141,"2019-10-12 - Penguins 7, Wild 4",Minnesota Wild,Limited ReportFull Report,50.6,39.07,46.58,45.61,27.53,38.17,41.9,24.14,31.18,43.64,2.75,3.21,46.17,1.55,1.27,55.0,14.79,14.62,50.28,10.3,4.53,69.46,8.66,3.41,71.73,0.91,1.09,45.39,10.49,67.99,4.3,10.23,29.58,0.93,9.82,8.64,0.0,2.01,0.00,0.00,79.52,19.05,23.95,44.3,14.25,13.56,51.23,1.76,0.0,100.00,12.38,100.0,11.4,89.71,1.011,19157
142,"2019-10-12 - Coyotes 2, Avalanche 3",Arizona Coyotes,Limited ReportFull Report,47.0,42.37,32.6,56.52,31.49,25.68,55.08,27.34,20.89,56.69,2.03,0.99,67.2,1.24,1.45,46.19,11.27,16.5,40.57,3.07,3.82,44.59,3.04,3.86,44.01,0.0,0.0,-,0.00,100.00,8.1,12.84,38.69,5.09,10.82,32.01,1.06,0.94,52.90,20.78,91.29,28.19,15.74,64.16,18.01,6.06,74.82,0.93,0.0,100.00,5.17,100.0,7.41,95.27,1.0270000000000001,18053
143,"2019-10-12 - Coyotes 2, Avalanche 3",Colorado Avalanche,Limited ReportFull Report,47.0,32.6,42.37,43.48,25.68,31.49,44.92,20.89,27.34,43.31,0.99,2.03,32.8,1.45,1.24,53.81,16.5,11.27,59.43,3.82,3.07,55.41,3.86,3.04,55.99,0.0,0.0,-,0.00,100.00,12.84,8.1,61.31,10.82,5.09,67.99,0.94,1.06,47.10,8.71,79.22,15.74,28.19,35.84,6.06,18.01,25.18,0.0,0.93,0.00,0.0,94.83,4.73,92.59,0.973,18053
144,"2019-10-12 - Flyers 2, Canucks 3",Philadelphia Flyers,Limited ReportFull Report,52.95,49.4,41.39,54.41,34.31,30.58,52.88,26.37,19.22,57.84,1.01,1.89,34.89,1.66,1.55,51.64,18.18,17.76,50.58,5.14,5.8,47.0,4.09,2.84,59.04,0.0,1.88,0.00,0.00,33.65,12.87,12.11,51.52,9.05,7.9,53.4,1.06,0.0,100.00,11.69,100.00,27.56,18.11,60.35,11.26,4.31,72.33,0.0,0.0,-,0.0,100.0,3.84,90.18,0.94,18652
145,"2019-10-12 - Flyers 2, Canucks 3",Vancouver Canucks,Limited ReportFull Report,52.95,41.39,49.4,45.59,30.58,34.31,47.12,19.22,26.37,42.16,1.89,1.01,65.11,1.55,1.66,48.36,17.76,18.18,49.42,5.8,5.14,53.0,2.84,4.09,40.96,1.88,0.0,100.00,66.35,100.00,12.11,12.87,48.48,7.9,9.05,46.6,0.0,1.06,0.00,0.00,88.31,18.11,27.56,39.65,4.31,11.26,27.67,0.0,0.0,-,0.0,100.0,9.82,96.16,1.06,18652
146,"2019-10-12 - Flames 2, Golden Knights 6",Calgary Flames,Limited ReportFull Report,43.866666666667,43.12,41.29,51.09,29.23,31.07,48.48,21.4,25.77,45.37,2.07,5.78,26.35,1.39,1.93,41.96,11.87,17.83,39.96,7.02,6.74,51.01,4.03,5.8,40.98,0.0,2.8,0.00,0.00,51.75,4.89,11.27,30.26,3.03,11.03,21.57,0.0,2.92,0.00,0.00,73.52,26.75,20.88,56.15,12.11,8.91,57.6,1.99,0.0,100.00,16.45,100.0,9.66,77.56,0.872,18192
